17980	19967	
19794	15479	
15113	29826	
16401	26678	
15808	11662	
9628	9907	
14864	29850	
15743	23883	
4782	27005	
9462	9766	
12435	17067	
10019	6065	
16740	9418	
7386	18263	
2925	29957	
9465	19260	
17767	9836	
6229	12902	
12249	16134	
17136	29624	
5402	2196	
12903	22428	
3988	1827	
14824	17484	
12292	26190	
15584	16588	
13694	27166	
15538	5768	
2542	27023	
5796	21062	
2681	22560	
13524	21688	
9154	21638	
4744	23136	
14056	2813	
18658	512	
14477	8845	
12114	29613	
9041	4373	
3749	17583	
16732	27942	
19228	3176	
17563	6478	
6711	7742	
8354	13664	
7024	19815	
19120	28877	
15909	22864	
8784	16337	
1581	17706	
14460	172	
11627	16977	
14460	11675	
3232	3946	
17355	18466	
1787	13273	
11226	809	
17452	24764	
9166	15440	
14550	16536	
8005	6144	
18498	3854	
12566	20848	
2544	17817	
278	10624	
17353	21542	
11767	3622	
13424	25408	
10251	20099	
17110	22152	
19814	21312	
19213	29806	
5505	12394	
19252	27566	
8059	23416	
12209	16025	
15802	1221	
2142	17311	
3439	17886	
1882	2758	
3704	27593	
7935	17130	
6111	1135	
7411	7761	
11519	20601	
17048	7658	
8294	26611	
10463	25889	
758	9279	
15834	6673	
3558	16168	
10702	18839	
8294	14865	
8103	2974	
12544	16746	
15877	10989	
7609	8590	
6997	617	
13654	9772	
1498	28168	
16732	25632	
13322	25139	
5328	9422	
18261	28183	
10781	23754	
10720	24137	
6931	9670	
13872	23907	
6028	24681	
12962	21152	
15563	19609	
1912	1375	
2046	20357	
17261	3735	
6690	12289	
13225	4936	
17157	14254	
3920	28969	
4166	19333	
8916	3748	
18552	21216	
7755	12954	
2150	17734	
10940	21012	
17009	3905	
18323	24167	
2389	20430	
15028	2995	
8746	4416	
7052	18889	
1445	18481	
8738	5046	
766	10294	
4941	25760	
6605	23629	
4127	18747	
4654	7078	
13407	22169	
15267	14219	
10069	6156	
9337	23149	
15774	29513	
3362	15037	
13951	25179	
6753	13380	
10166	12497	
17189	19184	
19243	6741	
19885	17659	
5318	26090	
3913	27001	
14907	11585	
9217	3390	
16960	11400	
5999	7177	
11263	25952	
5543	16305	
14118	393	
14935	16795	
5532	20076	
2633	15989	
78	693	
4933	20546	
7559	13802	
2259	29650	
13087	23165	
17279	26798	
13770	27706	
16661	2285	
19601	10269	
7116	28517	
5822	28115	
4223	17969	
144	28571	
10358	15883	
5679	2378	
16003	13655	
7481	4343	
1896	20012	
4987	25081	
11414	25296	
15035	19707	
3249	22798	
18098	29641	
6671	27367	
17751	13595	
5919	21010	
13239	17323	
1606	25841	
19904	6499	
15332	19682	
2364	9800	
6006	11966	
12156	10637	
15572	4338	
16522	310	
12186	25223	
9792	28138	
18692	2656	
4598	21555	
4307	12735	
17046	24070	
8108	16357	
19244	11897	
9472	2885	
2586	29862	
10438	22307	
4296	29787	
4163	25582	
9112	8842	
972	27686	
5304	9412	
12835	16316	
1456	3581	
19805	29158	
13051	6332	
1892	23611	
6098	24482	
5624	8705	
18596	23844	
14896	27168	
3138	25750	
11230	24178	
15190	24262	
2513	9034	
7188	29794	
5460	18799	
1897	10664	
6931	5091	
4912	10968	
13342	17620	
8452	20679	
3558	21070	
4559	24707	
6757	5578	
9824	22542	
19866	28760	
9243	19497	
15249	26276	
8299	29662	
8257	9032	
3795	8618	
8655	5662	
1858	6133	
15345	3376	
8036	2399	
141	16046	
10549	11961	
3454	14603	
3536	829	
15768	29797	
262	29084	
19203	6063	
14346	28082	
19268	1725	
2889	23255	
10042	18202	
4824	4820	
2755	28313	
11781	1376	
15423	20951	
9231	13879	
10860	12713	
1906	22102	
10256	22440	
18682	23749	
2070	565	
10329	11441	
3759	20154	
11379	10181	
18041	11119	
17334	3796	
16158	11158	
13416	29270	
5907	14548	
3641	25117	
19201	1436	
15511	5138	
15777	25577	
5119	20513	
10751	26167	
6449	13438	
673	9199	
11613	3106	
16385	17742	
19834	29398	
9782	18832	
9686	13882	
15313	27534	
11175	27731	
3427	23889	
17599	28719	
18940	13250	
14014	22486	
5038	25457	
13025	3151	
19728	17581	
18425	12684	
14910	6726	
18807	24323	
606	2813	
2595	16713	
17469	28468	
5675	19469	
12984	25463	
4600	22911	
9367	22455	
18525	18219	
14387	22063	
4201	6502	
8377	229	
891	4244	
10822	655	
6261	5667	
10546	23422	
19209	16791	
3817	18924	
1649	8003	
660	12126	
14203	15553	
19383	13909	
14912	13198	
4851	27143	
19222	19925	
1835	16421	
12411	6406	
3524	6313	
15250	12387	
15430	12335	
906	24135	
1087	14812	
6778	5555	
4007	19231	
19785	29830	
10430	23282	
19433	12665	
13009	17196	
11204	12612	
9595	3431	
4654	21280	
1384	24058	
16282	7514	
2197	12114	
15529	19185	
15283	21858	
13372	21116	
971	26771	
1163	17067	
3835	11625	
13999	5720	
1982	13477	
16601	26825	
17706	29344	
8870	14742	
4787	3307	
10057	23409	
4109	26784	
712	23479	
19375	16052	
19620	28737	
1330	1723	
13455	6823	
6296	26280	
9410	16194	
19178	29856	
18534	8124	
12282	6266	
11856	3959	
7879	4245	
4074	22358	
19967	29638	
12876	13516	
19199	26876	
1674	5263	
149	27490	
18727	26024	
15334	12720	
935	5739	
3308	16686	
19938	17645	
11255	19751	
10452	2502	
8053	9573	
12977	19525	
16524	12815	
15254	5610	
13155	16092	
346	29908	
19361	11362	
7108	2200	
15277	13072	
5078	23306	
8724	17652	
135	18603	
17386	4970	
10127	28224	
6055	20481	
1307	4523	
18803	10715	
4128	27208	
2108	10706	
4428	7781	
13091	26194	
10904	28638	
15127	2134	
11193	19781	
3482	10546	
10806	139	
5920	6667	
3316	10989	
11413	24462	
653	12430	
6398	23764	
14880	1133	
11159	11584	
7970	20115	
18396	16513	
1777	3147	
18372	26171	
424	16414	
3783	2204	
3823	3178	
9632	2590	
10634	16686	
15853	6568	
8370	5957	
1011	26865	
1665	21724	
14943	13378	
199	22866	
9991	14870	
13433	8203	
6767	3250	
13673	1584	
2472	15995	
3920	8775	
14610	616	
2504	11963	
4258	15285	
17495	26184	
6207	784	
8997	25061	
10215	5124	
5710	10782	
17134	26400	
8723	6492	
11782	27492	
5579	1988	
7706	16791	
1399	16089	
19060	16919	
13140	8190	
8639	9726	
6761	13388	
9894	9437	
3839	2588	
2075	21688	
4593	26146	
11188	77	
12505	18231	
16848	11107	
8714	20673	
1144	16123	
8284	6945	
13152	17461	
4961	11640	
15212	6386	
9622	119	
14703	28433	
4150	5922	
10511	21945	
10344	12655	
12869	13442	
6265	15969	
9792	13616	
2212	5452	
11977	3757	
1870	22900	
10529	25345	
12654	6903	
12486	13184	
12169	26163	
13973	25665	
6236	9941	
9193	4263	
14994	26751	
7777	29070	
16662	10629	
9184	1667	
8098	8533	
718	1840	
6101	11488	
8252	2179	
15396	249	
4837	20602	
7463	29065	
2895	25901	
5652	1757	
8337	27687	
7945	29613	
13871	7618	
3330	1433	
18656	21647	
6987	10066	
7793	2943	
3472	23794	
17538	10145	
11120	17913	
5709	16344	
5391	15205	
16520	18360	
11530	9917	
2688	9294	
9606	13562	
8357	23961	
13761	22482	
15493	2184	
12106	19267	
8880	1248	
13901	5433	
2939	6410	
6758	20316	
3264	5720	
12791	12633	
3266	6690	
8373	15162	
16526	21906	
19068	16277	
5213	1799	
16226	28894	
17782	20746	
10633	18778	
7280	8571	
8110	29057	
469	20998	
9727	14623	
13186	25208	
3722	2759	
8524	18200	
12848	19876	
10652	13892	
4248	12542	
1147	29049	
14399	3589	
8424	27278	
12014	21309	
7462	20654	
4868	25607	
10291	16560	
9394	22359	
17011	25573	
3589	22999	
3500	22029	
18110	26968	
19305	23270	
8958	10063	
16578	10162	
18109	11284	
2003	19811	
6681	7731	
1544	13542	
10924	6700	
5594	15402	
16438	10333	
5715	2603	
6073	20762	
2862	1263	
14916	9174	
12058	9660	
17895	26241	
19613	3476	
14597	3150	
6005	18223	
15496	23008	
8282	23444	
1422	18384	
14527	16915	
9280	7966	
13783	26689	
8932	17521	
5300	25920	
12680	21596	
3882	8874	
9119	27984	
8659	24955	
15945	7096	
18283	15641	
3594	2805	
2844	27345	
18236	18742	
12116	23534	
12000	1475	
19217	22760	
240	29958	
16287	15399	
2512	25735	
1753	24323	
13891	11331	
7499	23034	
15130	20472	
6904	14140	
12103	7968	
19767	13719	
1424	18519	
14456	14346	
11871	10186	
13509	13400	
11509	4110	
16964	155	
11774	1114	
16984	26353	
6048	1427	
11878	18632	
9102	11858	
6070	7986	
3226	11075	
15280	27781	
11462	26461	
4485	13538	
17403	8553	
3344	11535	
13779	22081	
13809	22259	
12016	26694	
10617	17118	
4336	29949	
7621	10435	
3192	3624	
17793	15058	
4973	12701	
8749	8038	
10369	28293	
5661	17208	
9707	23315	
15034	1358	
12687	14590	
15238	10692	
9117	25053	
10620	21701	
374	29439	
8406	12822	
11912	10948	
18377	12143	
1274	10299	
4523	16183	
3043	26120	
7477	4363	
5590	11617	
707	13306	
10743	2902	
8312	12416	
9297	25211	
5310	13853	
9344	3092	
3019	226	
17929	1452	
5023	19287	
17354	8017	
5130	29243	
17804	13647	
15818	1657	
11797	10839	
17010	22932	
3002	9116	
13159	4879	
6129	27867	
15268	19644	
9412	25796	
2557	14734	
16802	14329	
18208	27132	
2191	14226	
16343	8293	
9340	9226	
13610	5947	
18833	2585	
4322	28446	
1095	6911	
14473	16918	
4050	4106	
11436	15851	
6780	10292	
19394	9668	
4749	3469	
1350	28843	
2693	15504	
15776	9082	
1452	12292	
18659	29668	
11712	21809	
5679	5362	
11278	1325	
5494	7144	
9981	16371	
16604	17524	
10787	2478	
13367	16514	
16347	5943	
6358	20751	
10798	27657	
18590	16808	
11118	28797	
17040	20461	
15010	22743	
12358	1960	
3515	21980	
4380	28436	
12646	23407	
2379	16076	
18874	14214	
12880	3874	
4977	27229	
2700	22664	
13363	1639	
17924	10830	
16685	4749	
6953	20168	
2049	10581	
8338	16555	
15543	10159	
6597	26373	
7889	23374	
19221	19206	
5533	20050	
8452	12287	
5955	24222	
10922	14853	
1758	22827	
17262	1617	
11400	13688	
13361	14679	
12461	18364	
11978	18497	
2113	21594	
14827	27688	
590	4992	
8419	24847	
2470	8412	
6589	16667	
18711	17482	
12390	7603	
6044	18751	
15884	17424	
7248	299	
10849	27872	
701	14047	
5951	26702	
10259	1019	
3494	22630	
19732	19986	
6464	6167	
18891	7229	
3685	24233	
13245	5464	
10522	6600	
16505	24125	
6325	23485	
1097	16075	
16731	9479	
16362	28642	
3243	29307	
16887	9422	
9011	7301	
1121	5870	
1696	21930	
15484	19296	
18131	2444	
11507	29051	
13390	14489	
6268	12712	
7535	2592	
12997	2157	
14131	26352	
4013	1703	
15548	8351	
8912	18708	
9229	12068	
9371	27163	
18642	14083	
157	27272	
19452	3202	
5758	1320	
7370	13132	
14825	1005	
3683	7553	
4581	3214	
17344	6327	
66	9887	
16039	3458	
19470	28184	
5617	27500	
11463	2468	
15885	593	
2250	9496	
16926	8377	
1963	11294	
17375	11746	
3518	17438	
2599	19178	
16593	2456	
5736	15782	
19484	5728	
1297	9650	
113	24854	
18675	28422	
14542	12529	
17952	625	
15698	10295	
9679	6324	
9515	4555	
4701	15661	
4365	15044	
4301	9471	
3295	5638	
10832	4010	
6672	13920	
16608	941	
17831	24977	
19398	13188	
16280	15031	
17787	15	
6354	15654	
14700	11250	
13365	12673	
6422	6962	
10017	22231	
1937	17779	
7849	7837	
1353	9867	
5062	24373	
13992	27377	
11625	14488	
13615	10984	
14600	3077	
15043	7698	
14778	5222	
17348	13315	
4797	16859	
11128	2435	
18676	23573	
12935	25359	
12975	3985	
17695	22573	
5186	24830	
16952	10730	
18680	6573	
6610	17267	
384	29253	
2394	21996	
1509	4064	
18348	21023	
2683	17094	
19442	3156	
6997	4788	
6250	17497	
7284	1784	
7781	26239	
7034	16539	
9580	26274	
4861	26011	
3518	13874	
54	28612	
5652	24818	
11993	28427	
357	18733	
13599	519	
9893	18720	
19743	4412	
16072	11847	
19548	13429	
18373	1672	
6360	9565	
15605	4326	
12550	16011	
5467	1523	
10236	14136	
19709	14470	
7751	10493	
9136	2852	
7129	1613	
13715	12206	
6461	461	
8594	2999	
11179	12	
15402	3777	
6967	5539	
9292	19379	
4900	5482	
7835	10296	
11894	24035	
143	2630	
3333	3431	
7068	29018	
5901	26268	
1356	29021	
7107	11200	
2729	2229	
9538	4709	
14455	25339	
8962	27161	
6142	9556	
17098	2864	
709	15134	
13245	14560	
9689	21913	
3120	7033	
17870	20111	
2587	13599	
4893	12129	
13102	24870	
1355	10944	
9499	3736	
16874	5109	
2897	3445	
15448	7405	
17737	27128	
16485	23541	
10841	6626	
11987	7358	
8357	20870	
6262	28	
18806	7600	
11738	4337	
8867	15522	
12356	13825	
10188	4813	
7313	17729	
5701	10168	
10938	16433	
13615	13232	
7513	15651	
14626	18429	
2149	1832	
16135	13724	
4730	23126	
1027	16478	
9492	7191	
15565	16076	
18009	17536	
19936	4981	
5078	12812	
14123	27431	
7586	17941	
11462	19733	
3743	29823	
2912	6075	
4094	12465	
13811	6875	
17890	5408	
6265	21570	
10461	12986	
17880	12829	
2327	5708	
16024	20850	
14414	29361	
13302	4428	
15415	24871	
1585	14102	
18721	6783	
13953	21763	
12378	8065	
327	17992	
17036	17210	
19456	9063	
18239	12803	
